nst,magError,magNst,longitude,gap,time,type,updated,id,place,latitude,mag,magSource,net,magType,horizontalError,status,depthError,locationSource,dmin,rms,depth
15,,,-175.8499,176.399985888001,2016-01-28T18:09:58.000Z,earthquake,2016-02-04T21:03:55.069Z,ak12546499,"60km ENE of Adak, Alaska",52.1051,2.9,ak,ak,ml,1.8,reviewed,0.5,ak,,0.53,79.3
,0.052,35,-97.0724,71,2016-01-28T16:33:07.300Z,earthquake,2016-01-29T19:15:42.541Z,us20004vb5,"19km S of McCord, Oklahoma",36.5009,3.5,us,us,mwr,1.4,reviewed,5.8,tul,,0.83,6.855
53,,,-153.3519,75.5999939520005,2016-01-28T15:36:51.000Z,earthquake,2016-02-04T21:03:25.441Z,ak12546485,"89km WSW of Anchor Point, Alaska",59.5855,2.5,ak,ak,ml,0.3,reviewed,0.4,ak,,0.59,126.4
,,,-97.4648,46,2016-01-28T15:07:45.400Z,earthquake,2016-01-29T18:07:45.972Z,us20004vay,"4km NNE of Edmond, Oklahoma",35.6915,3.1,tul,us,ml,0.9,reviewed,5.6,tul,,0.77,5.888
61,,,-153.2282,71.9999942400005,2016-01-28T13:27:05.000Z,earthquake,2016-02-04T21:06:15.522Z,ak12546473,"79km W of Anchor Point, Alaska",59.6815,2.5,ak,ak,ml,0.4,reviewed,0.4,ak,,0.56,107
82,,,-152.9914,57.5999953920004,2016-01-28T11:23:23.000Z,earthquake,2016-02-04T21:11:02.205Z,ak12546463,"53km SSW of Redoubt Volcano, Alaska",60.0214,3.1,ak,ak,ml,0.2,reviewed,0.3,ak,,0.53,114.6
11,,,-174.6249,237.599980992002,2016-01-28T10:52:59.000Z,earthquake,2016-02-04T21:03:48.328Z,ak12546462,"54km SSW of Atka, Alaska",51.7819,2.5,ak,ak,ml,1.9,reviewed,1.2,ak,,0.35,51.5
104,,,-152.5693,50.3999959680003,2016-01-28T10:02:21.000Z,earthquake,2016-02-04T21:10:41.879Z,ak12546449,"50km NW of Anchor Point, Alaska",60.0379,3.2,ak,ak,ml,0.2,reviewed,0.2,ak,,0.7,99.8
94,,,-153.1513,71.9999942400005,2016-01-28T09:28:55.000Z,earthquake,2016-02-04T21:02:47.740Z,ak12546440,"74km W of Anchor Point, Alaska",59.7191,3,ak,ak,ml,0.3,reviewed,0.3,ak,,0.61,106.3
10,0.149,15,-127.313,335,2016-01-28T09:22:13.590Z,earthquake,2016-02-03T06:04:05.612Z,nc72585546,"258km W of Ferndale, California",40.4748333,3.54,nc,nc,ml,8.11,reviewed,31.61,nc,2.27,0.26,9.62
9,0,5,-68.3742,277.2,2016-01-28T09:18:16.500Z,earthquake,2016-01-29T00:45:25.642Z,pr16028001,"71km SSE of Boca de Yuma, Dominican Republic",17.7691,3.2,pr,pr,Md,4.8,reviewed,3.7,pr,0.74021179,0.34,114
,0.039,196,-94.31,160,2016-01-28T09:09:12.880Z,earthquake,2016-01-29T00:47:52.318Z,us20004v9j,"128km SSW of Paredon, Mexico",14.9528,4.6,us,us,mb,9.1,reviewed,5.1,us,2.476,1.27,40.78
44,,,-141.1114,79.1999936640005,2016-01-28T07:59:13.000Z,earthquake,2016-02-04T21:02:48.559Z,ak12545529,"74km E of Cape Yakataga, Alaska",60.1812,2.9,ak,ak,ml,0.2,reviewed,0.1,ak,,0.95,5.7
140,,,-153.1555,71.9999942400005,2016-01-28T07:26:01.000Z,earthquake,2016-02-04T21:04:46.126Z,ak12544633,"75km W of Anchor Point, Alaska",59.7233,3.9,ak,ak,ml,0.3,reviewed,0.4,ak,,0.71,108.3
11,0,8,-66.8731,208.8,2016-01-28T07:21:47.000Z,earthquake,2016-01-29T00:46:06.054Z,pr16028000,"4km NW of Camuy, Puerto Rico",18.5146,2.8,pr,pr,Md,1.9,reviewed,0.8,pr,0.20212094,0.21,105
8,,,-161.5725,248.399980128001,2016-01-28T05:57:53.000Z,earthquake,2016-02-04T21:06:37.554Z,ak12678899,"113km SE of Cold Bay, Alaska",54.4072,2.5,ak,ak,ml,2.3,reviewed,1.6,ak,,0.66,25.6
4,,,-149.9154,305.999975520002,2016-01-28T05:56:34.000Z,earthquake,2016-02-04T21:06:17.241Z,ak12678897,"244km SE of Kodiak, Alaska",56.0658,3,ak,ak,ml,3.7,reviewed,,ak,,0.3,10
159,,,-153.1661,71.9999942400005,2016-01-28T05:30:22.000Z,earthquake,2016-02-04T21:10:00.357Z,ak12542862,"76km W of Anchor Point, Alaska",59.6994,4.5,ak,ak,ml,0.3,reviewed,0.4,ak,,0.86,107.3
16,,,-163.6626,223.199982144001,2016-01-28T05:24:42.000Z,earthquake,2016-02-04T21:03:44.073Z,ak12542861,"160km ESE of Akutan, Alaska",53.4078,2.9,ak,ak,ml,0.6,reviewed,0.8,ak,,0.37,38
,,,-150.8117,,2016-01-28T04:29:02.000Z,earthquake,2016-02-04T21:02:54.843Z,ak12542850,"49km W of Anchorage, Alaska",61.2498,2.6,ak,ak,ml,0.2,reviewed,0.2,ak,,0.54,62.6
10,,,-179.1876,309.599975232002,2016-01-28T04:27:37.000Z,earthquake,2016-02-04T21:03:41.894Z,ak12542851,"6km WSW of Amatignak Island, Alaska",51.232,3,ak,ak,ml,11.5,reviewed,10.9,ak,,0.32,51.8
,0.09,40,-28.1224,101,2016-01-28T03:46:53.020Z,earthquake,2016-01-29T00:46:31.444Z,us20004v8g,Central Mid-Atlantic Ridge,1.0487,5,us,us,mb,9.4,reviewed,1.8,us,10.343,0.6,10
103,,,-153.1225,68.3999945280004,2016-01-28T02:47:24.000Z,earthquake,2016-02-04T21:10:20.096Z,ak12541976,"72km W of Anchor Point, Alaska",59.7684,3.5,ak,ak,ml,0.3,reviewed,0.2,ak,,0.69,106.8
15,,,-178.48,179.999985600001,2016-01-28T02:36:58.000Z,earthquake,2016-02-04T21:03:39.191Z,ak12541974,"39km SW of Tanaga Volcano, Alaska",51.5979,3.3,ak,ak,ml,0.3,reviewed,0.6,ak,,0.54,4.8
18,,,-178.466,179.999985600001,2016-01-28T02:31:32.000Z,earthquake,2016-02-04T21:03:36.913Z,ak12541973,"38km SW of Tanaga Volcano, Alaska",51.599,3.3,ak,ak,ml,0.5,reviewed,0.3,ak,,0.61,7.4
,,,-153.1246,,2016-01-28T01:31:12.000Z,earthquake,2016-02-04T21:02:59.081Z,ak12541964,"72km W of Anchor Point, Alaska",59.7603,2.6,ak,ak,ml,0.3,reviewed,0.3,ak,,0.68,101.8
8,,,-174.7084,201.599983872001,2016-01-28T01:16:36.000Z,earthquake,2016-02-04T21:04:17.295Z,ak12678859,"39km WNW of Atka, Alaska",52.3722,2.5,ak,ak,ml,14.6,reviewed,1.3,ak,,0.56,182.2
,0.095,29,-98.7156,93,2016-01-28T01:12:22.860Z,earthquake,2016-01-29T00:46:27.515Z,us20004v7x,"30km NW of Fairview, Oklahoma",36.4728,2.7,us,us,mb_lg,1.6,reviewed,6.3,us,0.235,0.15,4.48
,0.072,50,-98.0681,63,2016-01-28T00:50:33.990Z,earthquake,2016-01-29T00:45:21.990Z,us20004v7v,"25km E of Cherokee, Oklahoma",36.7562,2.8,us,us,mb_lg,1.6,reviewed,3.6,us,0.101,0.23,7.01
,,,-153.1277,,2016-01-28T00:35:37.000Z,earthquake,2016-02-04T21:03:02.104Z,ak12541951,"73km W of Anchor Point, Alaska",59.706,3.4,ak,ak,ml,0.3,reviewed,0.3,ak,,0.7,112.2
9,,8,-163.6773,284.399977248002,2016-01-27T23:52:33.000Z,earthquake,2016-02-06T22:31:49.202Z,ak12541091,"157km S of False Pass, Alaska",53.4424,2.7,ak,ak,ml,5.8,reviewed,7.5,ak,1.214522,0.39,23.6
,,,172.51,,2016-01-27T23:24:41.930Z,earthquake,2016-01-28T09:10:20.104Z,us20004v7b,"10km W of Christchurch, New Zealand",-43.55,4.1,wel,us,ml,5.6,reviewed,7.2,wel,,1.26,9
,0.094,35,-172.7414,100,2016-01-27T23:21:20.020Z,earthquake,2016-01-29T00:50:05.278Z,us20004v7g,"112km ESE of Hihifo, Tonga",-16.2279,4.8,us,us,mb,9.7,reviewed,1.9,us,13.246,0.62,10
,,,-128.9133,130,2016-01-27T21:46:13.860Z,earthquake,2016-02-12T02:51:38.030Z,us20004v63,"260km WSW of Tofino, Canada",47.9374,3.9,pgc,us,mwr,6.4,reviewed,2,us,0.125,1.09,10
,,,-128.8234,137,2016-01-27T21:44:32.700Z,earthquake,2016-02-12T00:21:35.431Z,us20004wby,"257km WSW of Tofino, Canada",47.8835,4,pgc,us,mwr,6.5,reviewed,2,us,0.196,1.01,10
42,0.203,32,-125.2095,274,2016-01-27T21:43:21.050Z,earthquake,2016-01-28T06:12:03.958Z,nc72585251,"91km WNW of Bayview, California",41.0531667,2.68,nc,nc,md,3.65,reviewed,7.77,nc,0.8784,0.23,21.57
36,,,-141.4323,89.9999928000006,2016-01-27T21:22:33.000Z,earthquake,2016-02-09T00:15:20.174Z,ak12540209,"62km ENE of Cape Yakataga, Alaska",60.3312,2.7,ak,ak,ml,0.2,reviewed,0.1,ak,,0.86,17.5
8,,5,-160.4363,266.399978688002,2016-01-27T20:23:39.000Z,earthquake,2016-02-06T22:31:28.280Z,ak12540205,"167km SSW of Chernabura Island, Alaska",53.3746,3.2,ak,ak,ml,2.2,reviewed,4.1,ak,1.536119,0.51,30.6
,0.086,40,-178.6357,141,2016-01-27T19:03:35.470Z,earthquake,2016-01-29T00:45:51.757Z,us20004v4l,"264km SE of Lambasa, Fiji",-17.8616,4.6,us,us,mb,15.1,reviewed,9.5,us,3.157,0.75,566.69
28,,21,-153.2375,79.1999936640005,2016-01-27T19:00:04.000Z,earthquake,2016-02-06T22:27:46.697Z,ak12539343,"79km W of Anchor Point, Alaska",59.6954,2.7,ak,ak,ml,0.5,reviewed,0.6,ak,0.3539362,0.39,108.2
8,0,8,-64.6362,288,2016-01-27T17:40:52.100Z,earthquake,2016-01-29T00:46:01.983Z,pr16027002,"31km N of Road Town, British Virgin Islands",18.7014,2.8,pr,pr,Md,3.5,reviewed,2.4,pr,0.28386763,0.07,48
4,0,3,-64.254,338.4,2016-01-27T15:54:53.900Z,earthquake,2016-02-08T02:58:23.040Z,pr16027003,"56km NE of Road Town, British Virgin Islands",18.798,2.7,pr,pr,Md,5.5,reviewed,4.7,pr,0.51203971,0.09,41
10,,7,-152.9078,136.799989056001,2016-01-27T15:33:32.000Z,earthquake,2016-02-08T01:05:12.040Z,ak12536797,"61km W of Anchor Point, Alaska",59.8757,2.5,ak,ak,ml,0.6,reviewed,0.6,ak,0.2497316,0.34,95.8
,0.141,15,-171.6987,267,2016-01-27T15:27:36.960Z,earthquake,2016-02-08T01:01:18.003Z,us20004wbr,Tonga region,-23.8596,4.6,us,us,mb,9.7,reviewed,2,us,7.737,1.38,10
,0.066,22,-28.1425,34,2016-01-27T15:11:17.570Z,earthquake,2016-02-17T05:55:30.244Z,us20004v38,Central Mid-Atlantic Ridge,1.0315,5.7,us,us,mwc,9.2,reviewed,1.8,us,10.317,1.08,10
,0.305,3,-71.7625,180,2016-01-27T15:09:03.660Z,earthquake,2016-02-05T01:52:18.765Z,us20004v7k,"43km NNW of Valparaiso, Chile",-32.6601,4.2,us,us,mb,2.8,reviewed,8.3,us,0.376,0.93,24.04
17,0.2,31,-115.2598333,201,2016-01-27T14:56:44.530Z,earthquake,2016-01-27T18:34:07.680Z,ci37300447,"9km WNW of Alberto Oviedo Mota, B.C., MX",32.257,2.93,ci,ci,ml,0.53,reviewed,0.82,ci,0.1623,0.13,16.41
,0.09,38,-71.6795,139,2016-01-27T13:16:35.780Z,earthquake,2016-01-29T00:49:39.444Z,us20004v1z,"46km W of Ovalle, Chile",-30.6292,4.8,us,us,mb,5.3,reviewed,5,us,0.058,0.65,27.15
,0.123,19,129.8915,87,2016-01-27T12:48:32.630Z,earthquake,2016-01-29T00:46:44.973Z,us20004v1v,"230km NW of Saumlaki, Indonesia",-6.4219,4.4,us,us,mb,5.7,reviewed,8.8,us,2.086,1.09,156.83
33,,,-153.0839,68.3999945280004,2016-01-27T12:18:18.000Z,earthquake,2016-02-09T00:15:00.153Z,ak12535096,"70km W of Anchor Point, Alaska",59.7775,2.7,ak,ak,ml,0.4,reviewed,0.5,ak,,0.39,97.6
98,0.148,177,-117.2353333,15,2016-01-27T11:42:52.180Z,earthquake,2016-01-28T11:37:06.217Z,ci37300407,"3km ESE of Loma Linda, California",34.0356667,2.55,ci,ci,ml,0.11,reviewed,0.23,ci,0.08851,0.14,14.51
10,,,-175.7299,201.599983872001,2016-01-27T10:31:38.000Z,earthquake,2016-02-09T00:15:39.945Z,ak12534241,"76km NE of Adak, Alaska",52.2587,2.5,ak,ak,ml,8.4,reviewed,1.3,ak,,0.45,172.6
90,,,-153.4774,64.7999948160004,2016-01-27T07:48:36.000Z,earthquake,2016-02-09T00:14:39.777Z,ak12532552,"80km SSW of Redoubt Volcano, Alaska",59.8593,3.3,ak,ak,ml,0.4,reviewed,0.4,ak,,0.69,143.6
13,,,-175.282,233.999981280002,2016-01-27T07:00:25.000Z,earthquake,2016-02-09T00:12:53.782Z,ak12531714,"102km ESE of Adak, Alaska",51.5401,3.4,ak,ak,ml,1.8,reviewed,11.4,ak,,0.64,28.2
,0.036,268,-3.5226,58,2016-01-27T06:32:08.910Z,earthquake,2016-01-27T22:02:39.358Z,us20004uze,"64km N of Boudinar, Morocco",35.7313,4.9,us,us,mb,7.6,reviewed,1.9,us,2.293,1.15,10
9,,4,-161.8987,187.199985024001,2016-01-27T05:51:30.000Z,earthquake,2016-02-06T22:27:31.000Z,ak12530882,"76km SE of Cold Bay, Alaska",54.689,2.5,ak,ak,ml,1.4,reviewed,2.1,ak,0.4698189,0.52,47.4
,0.109,26,148.9774,82,2016-01-27T05:46:45.500Z,earthquake,2016-01-29T00:49:35.040Z,us20004uz3,"64km W of Kandrian, Papua New Guinea",-6.1318,4.8,us,us,mb,7.7,reviewed,6,us,3.713,0.46,70.89
37,,27,-153.0622,68.3999945280004,2016-01-27T04:49:18.000Z,earthquake,2016-02-06T22:26:36.522Z,ak12530868,"69km W of Anchor Point, Alaska",59.7484,2.5,ak,ak,ml,0.4,reviewed,0.4,ak,0.1284591,0.46,106.2
57,,46,-153.0026,68.3999945280004,2016-01-27T01:42:58.000Z,earthquake,2016-02-07T23:50:55.040Z,ak12530023,"65km W of Anchor Point, Alaska",59.7914,2.9,ak,ak,ml,0.3,reviewed,0.4,ak,0.1805614,0.7,103.4
,0.08,47,128.0692,79,2016-01-27T01:40:16.840Z,earthquake,2016-02-05T01:49:23.502Z,us20004uxi,"26km NNW of Piru, Indonesia",-2.8601,4.7,us,us,mb,6.9,reviewed,6.1,us,3.675,1.13,45.87
,0.058,97,-173.6659,82,2016-01-27T01:27:02.890Z,earthquake,2016-02-05T01:36:32.774Z,us20004uxf,"115km SE of Pangai, Tonga",-20.6141,5.2,us,us,mb,8.6,reviewed,1.7,us,3.837,1.44,10
,0.05,128,137.7608,24,2016-01-27T01:24:30.550Z,earthquake,2016-02-04T06:13:09.871Z,us20004uxe,"34km ESE of Ngulu, Micronesia",8.3122,5.1,us,us,mb,9.3,reviewed,1.2,us,11.148,1.11,10
79,,62,-153.1463,71.9999942400005,2016-01-27T01:13:39.000Z,earthquake,2016-02-07T23:43:31.040Z,ak12529135,"74km W of Anchor Point, Alaska",59.711,3,ak,ak,ml,0.3,reviewed,0.4,ak,0.07276354,0.59,105.6
10,0,6,-66.3517,205.2,2016-01-27T00:56:46.200Z,earthquake,2016-02-04T05:53:35.040Z,pr16027000,"1km NW of Brenas, Puerto Rico",18.4806,3.1,pr,pr,Md,4.3,reviewed,1.6,pr,0.40424188,0.33,119
,,,-153.1606,,2016-01-26T23:55:45.000Z,earthquake,2016-02-04T05:51:22.040Z,ak12529115,"75km W of Anchor Point, Alaska",59.7174,2.8,ak,ak,ml,0.5,reviewed,0.6,ak,,0.52,105.5
,,,-152.8248,,2016-01-26T23:53:09.000Z,earthquake,2016-02-04T05:40:01.040Z,ak12529110,"70km SW of Anchor Point, Alaska",59.4005,2.8,ak,ak,ml,0.4,reviewed,0.4,ak,,0.61,79.5
,0.154,12,153.2142,115,2016-01-26T23:32:50.770Z,earthquake,2016-02-04T05:31:06.514Z,us20004vlg,"99km SSE of Taron, Papua New Guinea",-5.348,4.4,us,us,mb,13.8,reviewed,4.6,us,1.554,0.75,7.93
,0.035,273,69.8663,38,2016-01-26T23:19:08.920Z,earthquake,2016-02-03T04:41:21.872Z,us20004uwb,"19km N of Farkhar, Afghanistan",36.7505,5.2,us,us,mb,6.2,reviewed,4,us,0.68,0.82,308.33
75,,,-153.1595,71.9999942400005,2016-01-26T23:10:03.000Z,earthquake,2016-02-03T03:59:05.040Z,ak12528277,"75km W of Anchor Point, Alaska",59.7108,2.8,ak,ak,ml,0.4,reviewed,0.5,ak,,0.56,105.2
,,,-153.1558,,2016-01-26T22:31:47.000Z,earthquake,2016-02-04T23:30:53.351Z,ak12528261,"74km W of Anchor Point, Alaska",59.7052,3.4,ak,ak,ml,0.4,reviewed,0.5,ak,,0.68,107
,0.089,40,153.1785,115,2016-01-26T22:06:06.900Z,earthquake,2016-01-29T00:46:50.633Z,us20004uva,"87km S of Taron, Papua New Guinea",-5.2418,5,us,us,mb,8.8,reviewed,7.8,us,1.453,0.93,36.37
,0.08,51,119.4192,67,2016-01-26T21:59:57.990Z,earthquake,2016-01-29T00:50:09.933Z,us20004uv8,"69km S of Padedewatu, Indonesia",-10.3797,5.1,us,us,mb,7,reviewed,7.3,us,3.276,1.23,36.07
,0.075,58,153.1558,69,2016-01-26T21:34:11.900Z,earthquake,2016-01-29T00:45:58.109Z,us20004uuy,"90km S of Taron, Papua New Guinea",-5.2793,5.1,us,us,mb,8.4,reviewed,7.6,us,1.465,0.76,38.41
,,,-135.2179,,2016-01-26T20:23:00.000Z,earthquake,2016-02-04T23:31:13.756Z,ak12526647,"135km S of Fort McPherson, Canada",66.2268,2.9,ak,ak,ml,1.2,reviewed,0.9,ak,,0.94,8.3
,0.161,10,-97.9878,67,2016-01-26T20:21:24.800Z,earthquake,2016-01-27T17:25:00.487Z,us20004uu3,"23km W of Medford, Oklahoma",36.8444,2.5,us,us,mb_lg,1.3,reviewed,3.2,us,0.067,0.56,9.42
,0.078,16,153.1911,16,2016-01-26T20:03:43.620Z,earthquake,2016-02-05T15:54:45.000Z,us20004uu1,"90km S of Taron, Papua New Guinea",-5.2726,5.3,us,us,mwb,7.2,reviewed,1.6,us,1.484,0.9,10
,0.083,43,153.2565,96,2016-01-26T19:22:01.840Z,earthquake,2016-01-29T00:47:28.585Z,us20004utq,"100km SSE of Taron, Papua New Guinea",-5.3506,4.6,us,us,mb,7.2,reviewed,7.6,us,1.585,0.96,39.76
8,0,5,-65.0121,252,2016-01-26T19:02:31.600Z,earthquake,2016-01-27T15:17:17.040Z,pr16026002,"70km N of Charlotte Amalie, U.S. Virgin Islands",18.9706,3.1,pr,pr,Md,2.3,reviewed,4.5,pr,0.61804092,0.1,49
,,,-97.4391,84,2016-01-26T18:48:33.200Z,earthquake,2016-01-27T15:10:36.887Z,us20004ut9,"20km NE of Crescent, Oklahoma",36.0911,2.9,tul,us,ml,0.6,reviewed,6.3,tul,,0.77,6.625
7,,,-174.0286,277.199977824002,2016-01-26T18:19:53.000Z,earthquake,2016-02-02T03:46:30.704Z,ak12525029,"26km SSE of Atka, Alaska",51.9855,3.1,ak,ak,ml,4.6,reviewed,1.5,ak,,0.24,77.9
,0.046,156,158.0532,32,2016-01-26T17:51:29.900Z,earthquake,2016-01-29T00:49:15.438Z,us20004usw,"181km SW of Dadali, Solomon Islands",-9.366,5.2,us,us,mb,6.1,reviewed,7.1,us,1.87,1.07,35.65
,,,-153.5648,,2016-01-26T16:58:32.000Z,earthquake,2016-02-02T03:47:55.840Z,ak12524235,"78km ESE of Old Iliamna, Alaska",59.582,2.5,ak,ak,ml,0.7,reviewed,0.8,ak,,0.46,120.4
,0.077,52,121.3042,111,2016-01-26T16:05:41.510Z,earthquake,2016-01-29T00:49:58.033Z,us20004uq8,"61km ESE of Hengchun, Taiwan",21.8119,4.8,us,us,mb,6.7,reviewed,1.9,us,1.022,1,10
,0.079,50,-175.3201,90,2016-01-26T15:55:18.500Z,earthquake,2016-01-29T00:48:00.031Z,us20004uq5,"72km SSW of `Ohonua, Tonga",-21.8891,4.9,us,us,mb,11.1,reviewed,7.5,us,5.778,1.32,58.24
,0.066,73,153.1765,97,2016-01-26T15:47:58.060Z,earthquake,2016-01-29T00:47:13.841Z,us20004uq4,"94km S of Taron, Papua New Guinea",-5.3056,5,us,us,mb,7.7,reviewed,4.7,us,1.498,0.83,28.28
,0.055,102,144.1521,94,2016-01-26T15:38:56.620Z,earthquake,2016-01-29T00:46:22.975Z,us20004uq3,"252km NNW of Farallon de Pajaros, Northern Mariana Islands",22.7069,4.8,us,us,mb,10.2,reviewed,1.9,us,4.72,0.83,35
,0.144,14,70.5416,75,2016-01-26T14:59:59.390Z,earthquake,2016-01-29T00:48:12.578Z,us20004upx,"42km NNW of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",36.3634,4.5,us,us,mb,6.3,reviewed,4.5,us,0.761,0.57,147.36
,0.082,43,123.6582,130,2016-01-26T14:36:55.520Z,earthquake,2016-01-29T00:47:41.012Z,us20004upt,"40km W of Gadung, Philippines",6.7506,4.4,us,us,mb,12.7,reviewed,10.4,us,5.365,0.72,603.48
,,,-151.8621,,2016-01-26T14:10:38.000Z,earthquake,2016-02-02T03:47:35.365Z,ak12523441,"32km WNW of Kalifornsky, Alaska",60.4883,2.6,ak,ak,ml,0.3,reviewed,0.4,ak,,0.61,75.2
,0.059,82,-178.6139,81,2016-01-26T14:10:35.250Z,earthquake,2016-01-29T00:46:19.154Z,us20004upv,"271km SE of Lambasa, Fiji",-17.937,4.3,us,us,mb,13.2,reviewed,7.6,us,3.18,0.93,556.98
,0.107,27,125.1372,90,2016-01-26T13:50:00.060Z,earthquake,2016-01-29T00:47:24.427Z,us20004upg,Western Indian-Antarctic Ridge,-49.2954,4.8,us,us,mb,9.6,reviewed,5.1,us,16.627,1.03,5.27
10,,,-169.6205,284.399977248002,2016-01-26T13:27:00.000Z,earthquake,2016-02-02T03:51:49.763Z,ak12626362,"72km SW of Nikolski, Alaska",52.4782,2.5,ak,ak,ml,2.6,reviewed,1.9,ak,,0.37,36.6
,,,-163.6583,,2016-01-26T13:07:46.000Z,earthquake,2016-02-02T03:46:52.736Z,ak12522664,"161km ESE of Akutan, Alaska",53.4086,2.6,ak,ak,ml,3.8,reviewed,4.4,ak,,0.37,25.6
,0.239,8,22.0762,76,2016-01-26T13:03:01.670Z,earthquake,2016-02-16T21:25:16.332Z,us20004up8,"4km NE of Selianitika, Greece",38.3119,4.3,us,us,mb,6.9,reviewed,6.2,us,0.736,0.56,4.2
11,,,-178.8985,291.599976672002,2016-01-26T12:10:53.000Z,earthquake,2016-02-02T03:49:58.932Z,ak12522654,"14km E of Amatignak Island, Alaska",51.249,3.1,ak,ak,ml,1.4,reviewed,0.9,ak,,0.3,23
23,0.3,11,-119.0875,116.66,2016-01-26T11:53:45.370Z,earthquake,2016-01-31T16:07:20.694Z,nn00528459,"14km E of Fernley, Nevada",39.5898,2.6,nn,nn,ml,1.57,reviewed,2.2,nn,0.108,0.1146,9.4
,0.08,47,141.9514,96,2016-01-26T11:37:43.800Z,earthquake,2016-01-26T12:01:19.050Z,us20004unx,"58km ESE of Ishinomaki, Japan",38.2843,4.7,us,us,mb,4.4,reviewed,7.2,us,1.006,1.12,56.19
,,,-153.0929,,2016-01-26T10:50:26.000Z,earthquake,2016-02-02T03:47:15.227Z,ak12521871,"70km W of Anchor Point, Alaska",59.7629,2.6,ak,ak,ml,0.3,reviewed,0.3,ak,,0.64,99.7
,0.063,79,-71.9363,150,2016-01-26T09:08:54.660Z,earthquake,2016-01-27T17:34:31.923Z,us20004uml,"61km WSW of Coquimbo, Chile",-30.1543,4.8,us,us,mb,5.3,reviewed,4.8,us,0.579,1,11.28
,0.1,29,152.6884,96,2016-01-26T08:45:42.210Z,earthquake,2016-02-06T13:25:13.696Z,us20004vku,Kuril Islands,46.8904,4.5,us,us,mb,10.7,reviewed,6.4,us,6.8,1.13,74.89
,0.159,11,70.313,94,2016-01-26T08:45:10.520Z,earthquake,2016-02-06T13:12:46.023Z,us20004umk,"41km ESE of Farkhar, Afghanistan",36.4912,4.2,us,us,mb,6.5,reviewed,8.5,us,0.667,0.99,203.28
,0.134,15,159.0782,175,2016-01-26T07:48:51.300Z,earthquake,2016-02-06T13:04:02.859Z,us20004vkq,"37km S of Dadali, Solomon Islands",-8.3858,4,us,us,mb,16.1,reviewed,9.3,us,1.353,0.16,79.83
,0.124,18,167.0993,143,2016-01-26T07:17:07.310Z,earthquake,2016-02-06T12:54:23.675Z,us20004vkp,"171km NNW of Sola, Vanuatu",-12.3995,4.2,us,us,mb,15.2,reviewed,8.2,us,3.031,0.74,242.88
,0.128,8,-163.6944,203,2016-01-26T07:04:32.090Z,earthquake,2016-02-06T12:49:07.586Z,us20004wh4,"153km S of False Pass, Alaska",53.4853,3.5,us,us,ml,6,reviewed,13.7,us,1.12,0.19,19.06
29,,,-163.5822,208.799983296001,2016-01-26T06:47:50.000Z,earthquake,2016-02-02T03:46:10.666Z,ak12520314,"168km S of False Pass, Alaska",53.3383,3.7,ak,ak,ml,0.8,reviewed,2.2,ak,,0.43,25.7
,0.048,111,-97.9762,35,2016-01-26T06:24:50.070Z,earthquake,2016-01-27T12:56:28.210Z,us20004um3,"23km WNW of Medford, Oklahoma",36.8989,3.6,us,us,mb_lg,4.5,reviewed,7.9,us,0.058,0.47,3.24
,,,-153.1313,,2016-01-26T06:10:15.000Z,earthquake,2016-02-02T03:44:42.545Z,ak12520306,"73km W of Anchor Point, Alaska",59.7477,2.8,ak,ak,ml,0.3,reviewed,0.3,ak,,0.61,101.4
15,,,-152.8925,154.799987616001,2016-01-26T06:09:42.000Z,earthquake,2016-02-04T23:32:16.975Z,ak12626304,"60km WNW of Anchor Point, Alaska",59.889,2.5,ak,ak,ml,1.4,reviewed,1.5,ak,,0.58,95.9
,0.036,237,157.4243,120,2016-01-26T05:05:18.510Z,earthquake,2016-01-29T00:45:47.900Z,us20004ulw,"71km ESE of Ozernovskiy, Russia",51.1966,4.8,us,us,mb,9.1,reviewed,6.7,us,1.922,0.81,70.57
,,,-153.1477,,2016-01-26T04:30:17.000Z,earthquake,2016-02-02T03:44:22.469Z,ak12519527,"74km W of Anchor Point, Alaska",59.6949,2.9,ak,ak,ml,0.3,reviewed,0.3,ak,,0.47,108.2
,0.039,217,-177.5532,39,2016-01-26T03:46:36.770Z,earthquake,2016-01-29T00:45:43.954Z,us20004ule,"119km E of Ndoi Island, Fiji",-20.5656,5.2,us,us,mb,10.9,reviewed,7.1,us,5.012,1.29,508.35
,0.041,82,153.1682,36,2016-01-26T03:10:23.480Z,earthquake,2016-02-04T20:11:25.000Z,us20004uks,"96km S of Taron, Papua New Guinea",-5.3308,5.8,us,us,mwp,6.7,reviewed,5.8,us,1.511,1.12,43.85
,0.048,147,-177.0052,133,2016-01-26T02:31:48.920Z,earthquake,2016-01-29T00:45:29.600Z,us20004ukm,Fiji region,-17.0246,5.3,us,us,mb,10.3,reviewed,1.9,us,4.773,0.96,10
12,0,8,-67.8287,309.6,2016-01-26T01:33:14.200Z,earthquake,2016-01-29T00:48:47.038Z,pr16026000,"65km WSW of Rincon, Puerto Rico",18.1303,3.3,pr,pr,Md,5.3,reviewed,4.1,pr,0.41681829,0.68,82
