nst,magError,magNst,longitude,gap,time,type,updated,id,place,latitude,mag,magSource,net,magType,horizontalError,status,depthError,locationSource,dmin,rms,depth
24,0.173,11,-112.4016667,125,2016-01-30T20:47:11.560Z,earthquake,2016-02-04T16:12:45.970Z,mb80122034,"21km E of Lincoln, Montana",46.9516667,2.8,mb,mb,ml,0.58,reviewed,1.25,mb,0.079,0.21,6.19
,0.125,18,127.2465,154,2016-01-30T20:32:59.650Z,earthquake,2016-01-31T04:35:43.333Z,us20004w2h,"171km NNW of Tobelo, Indonesia",3.072,4.3,us,us,mb,6.8,reviewed,1.9,us,2.288,0.69,10
,0.153,12,-67.2647,63,2016-01-30T19:53:15.980Z,earthquake,2016-01-31T03:55:54.509Z,us20004w2b,"147km NE of San Pedro de Atacama, Chile",-21.9247,4.3,us,us,mb,8.4,reviewed,8.7,us,1.671,0.89,181.34
33,0.298,25,-112.4205,82,2016-01-30T19:31:44.530Z,earthquake,2016-02-04T16:13:42.758Z,mb80122004,"24km E of Lincoln, Montana",46.946,4.33,mb,mb,ml,0.54,reviewed,1.13,mb,0.093,0.28,1.56
,0.136,14,-96.5709,73,2016-01-30T19:20:12.380Z,earthquake,2016-02-01T00:43:57.532Z,us20004w29,"8km WNW of Boley, Oklahoma",35.5149,2.5,us,us,mb_lg,1.8,reviewed,2,us,0.098,1,5
,0.065,73,126.947,47,2016-01-30T17:29:58.270Z,earthquake,2016-02-03T15:01:42.968Z,us20004w26,"182km NW of Tobelo, Indonesia",2.9842,4.8,us,us,mb,7.1,reviewed,6.6,us,2.237,0.75,48.95
,0.043,170,147.8515,161,2016-01-30T17:23:33.930Z,earthquake,2016-02-03T14:52:43.086Z,us20004w22,"91km E of Shikotan, Russia",43.9167,5,us,us,mb,8.7,reviewed,7.1,us,3.798,0.68,57.99
16,,2,-178.1752,208.799983296001,2016-01-30T14:45:35.000Z,earthquake,2016-02-07T12:22:23.191Z,ak12574493,"43km S of Tanaga Volcano, Alaska",51.4962,2.8,ak,ak,ml,0.7,reviewed,0.4,ak,0.3108171,0.37,25
85,,75,-153.0994,68.3999945280004,2016-01-30T14:41:46.000Z,earthquake,2016-02-07T12:24:26.197Z,ak12574438,"71km W of Anchor Point, Alaska",59.7473,2.8,ak,ak,ml,0.3,reviewed,0.3,ak,0.1158827,0.61,105.7
,0.118,22,133.3216,139,2016-01-30T13:50:34.920Z,earthquake,2016-01-30T21:53:09.305Z,us20004w1h,"200km SSW of Manokwari, Indonesia",-2.5078,4.7,us,us,mb,6,reviewed,7.2,us,1.146,1.36,38.8
,0.192,8,-72.3568,190,2016-01-30T13:28:19.440Z,earthquake,2016-01-30T21:31:01.333Z,us20004w1c,"70km WSW of Valparaiso, Chile",-33.212,4.6,us,us,mb,4,reviewed,5.5,us,0.632,1.13,15.74
,0.099,31,125.6466,100,2016-01-30T12:37:20.650Z,earthquake,2016-02-15T09:09:05.805Z,us20004ww3,"13km ESE of Libjo, Philippines",10.1519,4.7,us,us,mb,12.1,reviewed,6.8,us,3.063,0.83,87.82
,0.11,22,145.3505,104,2016-01-30T12:26:47.400Z,earthquake,2016-02-15T09:03:05.109Z,us20004ww2,"35km WNW of Agrihan, Northern Mariana Islands",18.8722,4,us,us,mb,14.3,reviewed,9,us,17.61,1,342.68
,0.065,23,146.9814,30,2016-01-30T12:02:47.630Z,earthquake,2016-02-15T08:55:24.990Z,us20004w14,"127km SSW of Lorengau, Papua New Guinea",-3.1401,5.5,us,us,mwb,7.3,reviewed,1.8,us,1.155,1.06,13
,,,-98.7179,119,2016-01-30T11:49:37.000Z,earthquake,2016-02-15T08:44:04.573Z,us20004w12,"33km S of Alva, Oklahoma",36.5063,2.8,tul,us,ml,1.6,reviewed,7.3,tul,,0.68,7.071
,0.172,10,-25.7367,75,2016-01-30T11:11:44.700Z,earthquake,2016-02-15T08:37:19.087Z,us20004ww0,"44km E of Bristol Island, South Sandwich Islands",-59.0091,4.5,us,us,mb,11.6,reviewed,7.5,us,7.582,0.42,103.11
,0.1,30,126.4005,62,2016-01-30T10:04:11.770Z,earthquake,2016-01-30T18:06:54.016Z,us20004w0w,"46km SSW of Leksula, Indonesia",-4.1831,4.6,us,us,mb,5.9,reviewed,5.1,us,5.015,0.73,16.43
4,0,4,-64.5913,288,2016-01-30T09:36:02.900Z,earthquake,2016-01-30T12:32:59.516Z,pr16030001,"6km SSE of Road Town, British Virgin Islands",18.3619,2.6,pr,pr,Md,10.5,reviewed,0.9,pr,0.05839049,0.07,76
,0.264,8,-71.6311,147,2016-01-30T09:27:15.870Z,earthquake,2016-01-30T17:30:40.332Z,us20004w0u,"37km SW of Coquimbo, Chile",-30.1794,4.2,us,us,mb,5.7,reviewed,7.7,us,0.428,0.76,24.03
,0.123,20,126.8213,63,2016-01-30T08:34:59.700Z,earthquake,2016-01-30T16:37:27.339Z,us20004w0n,"178km SE of Ainaro, East Timor",-9.9476,4.6,us,us,mb,6.8,reviewed,1.9,us,2.524,0.93,10
,0.217,6,-69.1674,94,2016-01-30T08:33:45.260Z,earthquake,2016-01-30T16:36:21.655Z,us20004w0m,"103km E of Iquique, Chile",-20.3799,4.3,us,us,mb,5,reviewed,8.2,us,0.238,1.04,96.08
4,0,2,-63.5942,345.6,2016-01-30T07:11:50.000Z,earthquake,2016-01-30T15:14:28.872Z,pr16030000,"110km NNW of The Valley, Anguilla",19.0718,3.4,pr,pr,Md,8.9,reviewed,4.6,pr,1.16601324,0.09,121
13,,5,-161.4165,190.799984736001,2016-01-30T07:10:47.000Z,earthquake,2016-02-07T12:21:42.220Z,ak12568002,"97km SW of Sand Point, Alaska",54.6362,2.9,ak,ak,ml,0.6,reviewed,1.1,ak,0.5874982,0.45,19.9
,0.101,29,158.7447,117,2016-01-30T06:53:49.900Z,earthquake,2016-01-30T09:23:22.914Z,us20004w0g,"104km NNE of Yelizovo, Russia",54.0997,4.5,us,us,mb,14.6,reviewed,10.7,us,1.08,0.66,160.96
139,,,-153.0127,68.3999945280004,2016-01-30T06:20:10.000Z,earthquake,2016-02-09T02:01:43.677Z,ak12566945,"66km W of Anchor Point, Alaska",59.7661,3.8,ak,ak,ml,0.4,reviewed,0.4,ak,0.1581035,0.56,105.5
,0.182,9,126.7571,62,2016-01-30T05:35:20.980Z,earthquake,2016-01-30T13:38:05.055Z,us20004w04,"167km SE of Ainaro, East Timor",-9.8613,4.6,us,us,mb,8,reviewed,1.9,us,2.456,1.13,10
,0.163,11,126.4494,62,2016-01-30T05:05:42.060Z,earthquake,2016-01-30T13:08:12.423Z,us20004w00,"48km S of Leksula, Indonesia",-4.2123,4.5,us,us,mb,8.2,reviewed,10.8,us,5.035,0.89,43.13
,0.061,87,158.6429,84,2016-01-30T03:42:23.300Z,earthquake,2016-01-30T11:44:58.492Z,us20004vwj,"90km N of Yelizovo, Russia",53.986,5.1,us,us,mb,9.6,reviewed,6.6,us,0.964,0.75,167.82
,,,158.5064,18,2016-01-30T03:25:10.420Z,earthquake,2016-02-05T15:54:48.000Z,us20004vvx,"91km N of Yelizovo, Russia",54.007,7.2,us,us,mww,6.2,reviewed,4,us,0.989,0.79,160.97
9,,6,-174.2462,262.799978976002,2016-01-30T03:21:14.000Z,earthquake,2016-02-09T01:59:01.071Z,ak12733077,"51km S of Atka, Alaska",51.7357,2.6,ak,ak,ml,19.2,reviewed,3.8,ak,0.4662256,0.58,176.9
,0.038,218,178.3734,89,2016-01-30T02:52:48.050Z,earthquake,2016-02-09T01:58:48.439Z,us20004vvs,"12km NW of Little Sitkin Island, Alaska",52.022,4.9,us,us,mb,8.6,reviewed,6.3,us,2.712,0.77,100.3
,0.042,172,-178.0874,40,2016-01-30T01:52:36.050Z,earthquake,2016-01-30T09:55:19.744Z,us20004vvd,"287km ESE of Lambasa, Fiji",-17.3312,4.8,us,us,mb,10.4,reviewed,5.6,us,3.705,0.87,413.08
11,,8,-168.1379,269.999978400002,2016-01-30T01:32:43.000Z,earthquake,2016-02-07T12:22:02.885Z,ak12561539,"95km SSE of Nikolski, Alaska",52.2007,2.9,ak,ak,ml,0.8,reviewed,0.7,ak,0.8848406,0.25,14.1
10,,6,-162.5411,226.799981856001,2016-01-30T01:08:28.000Z,earthquake,2016-02-07T12:23:27.046Z,ak12733060,"96km SE of False Pass, Alaska",54.1498,2.6,ak,ak,ml,1.9,reviewed,2.9,ak,0.8695692,0.55,25.4
31,0.49,15,-118.3689,50,2016-01-30T00:45:59.243Z,earthquake,2016-01-31T02:37:39.785Z,nn00528997,"23km ESE of Hawthorne, Nevada",38.4729,2.8,nn,nn,ml,0.73,reviewed,1.8,nn,0.045,0.1655,2.7
,,,-97.3875,77,2016-01-30T00:32:26.100Z,earthquake,2016-02-14T06:47:40.073Z,us20004vq6,"8km NNE of Guthrie, Oklahoma",35.9513,2.8,tul,us,ml,1.3,reviewed,5.8,tul,,0.82,7.638
,,,-127.3842,106,2016-01-30T00:30:52.570Z,earthquake,2016-02-14T23:14:24.656Z,us20004vq9,"268km WNW of Ferndale, California",41.0363,5,us,us,mww,7.2,reviewed,1.9,us,2.542,0.89,10
,0.184,8,70.1989,90,2016-01-30T00:29:25.720Z,earthquake,2016-02-16T03:07:46.020Z,us20004wv9,"32km ESE of Farkhar, Afghanistan",36.4794,4,us,us,mb,6.2,reviewed,4.4,us,0.712,0.98,203.21
,,,-127.2074,73,2016-01-30T00:28:41.960Z,earthquake,2016-02-14T06:42:23.482Z,us20004vq3,"251km W of Ferndale, California",40.9167,5.1,us,us,mww,6.3,reviewed,1.8,us,2.354,1.13,10
,0.123,19,-176.9169,223,2016-01-30T00:22:23.830Z,earthquake,2016-02-14T22:51:21.641Z,us20004vq4,"268km SE of L'Esperance Rock, New Zealand",-33.1755,4.4,us,us,mb,11.3,reviewed,2,us,4.013,0.97,10
,0.029,402,153.4649,48,2016-01-30T00:16:39.840Z,earthquake,2016-02-14T06:18:17.361Z,us20004vpy,Kuril Islands,48.529,5.2,us,us,mb,8.1,reviewed,4.7,us,5.311,1.05,152.94
,0.053,117,145.6518,26,2016-01-30T00:08:50.680Z,earthquake,2016-02-14T06:13:32.187Z,us20004vpw,"145km SSW of Elato, Micronesia",6.2933,5.1,us,us,mb,7.4,reviewed,1.8,us,7.291,0.64,10
,0.202,7,147.5739,177,2016-01-30T00:00:34.450Z,earthquake,2016-02-16T02:58:22.297Z,us20004wv8,"107km SSE of Lorengau, Papua New Guinea",-2.9487,4.3,us,us,mb,10.1,reviewed,2,us,0.923,0.29,10
4,0,3,-67.6815,338.4,2016-01-29T23:30:22.400Z,earthquake,2016-02-15T02:49:02.475Z,pr16029004,"69km NW of Rincon, Puerto Rico",18.8136,2.6,pr,pr,Md,8,reviewed,24.8,pr,0.84890794,0.5,42
,,15,-175.0083,259,2016-01-29T23:25:08.000Z,earthquake,2016-02-16T02:50:41.912Z,us20004y9h,"118km SSW of Atka, Alaska",51.2613,2.9,ak,us,ml,4.4,reviewed,9.5,ak,0.921,0.46,22.9
34,0.237,15,-111.394,73,2016-01-29T23:23:59.880Z,earthquake,2016-02-01T00:36:23.905Z,uu60137302,"1km ESE of Heber, Utah",40.5018333,2.88,uu,uu,ml,0.33,reviewed,0.72,uu,0.044,0.17,10.93
,0.183,8,146.9918,101,2016-01-29T23:16:12.840Z,earthquake,2016-02-16T02:11:06.183Z,us20004wut,"72km SSW of Lorengau, Papua New Guinea",-2.6171,4,us,us,mb,11.8,reviewed,2,us,0.681,0.6,10
,0.169,10,146.9212,97,2016-01-29T23:01:27.720Z,earthquake,2016-02-16T02:05:43.676Z,us20004wus,"73km SSW of Lorengau, Papua New Guinea",-2.5911,4.3,us,us,mb,10.9,reviewed,1.9,us,0.702,0.55,10
,0.128,8,-163.4945,210,2016-01-29T22:26:57.190Z,earthquake,2016-02-15T02:37:08.501Z,us20004yfx,"177km S of False Pass, Alaska",53.256,3.5,us,us,ml,12.2,reviewed,13.8,us,1.604,1.43,32.58
,0.128,8,-163.4327,209,2016-01-29T22:26:57.170Z,earthquake,2016-02-16T04:57:45.431Z,us20004y9g,"174km S of False Pass, Alaska",53.2809,3.5,us,us,ml,6.6,reviewed,2,us,1.434,0.59,35
,,,-97.6671,61,2016-01-29T22:16:12.500Z,earthquake,2016-02-14T05:19:47.253Z,us20004vn6,"20km SSE of Medford, Oklahoma",36.6257,2.6,tul,us,ml,0.7,reviewed,6.8,tul,,0.75,5
,,,-98.7478,118,2016-01-29T21:58:07.600Z,earthquake,2016-02-14T05:14:03.844Z,us20004vn5,"33km NW of Fairview, Oklahoma",36.4831,3.6,tul,us,ml,3.2,reviewed,6.4,tul,,0.36,7.811
,,,-98.7513,119,2016-01-29T21:49:52.800Z,earthquake,2016-02-14T05:06:04.088Z,us20004vn4,"34km NW of Fairview, Oklahoma",36.4854,2.5,tul,us,ml,1.8,reviewed,6.4,tul,,0.98,8.125
,0.162,11,147.8395,217,2016-01-29T21:36:08.710Z,earthquake,2016-02-16T02:04:04.360Z,us20004wur,"108km SE of Lorengau, Papua New Guinea",-2.8163,4.4,us,us,mb,11.7,reviewed,2,us,0.901,0.56,10
,0.104,27,-179.2468,138,2016-01-29T21:34:38.430Z,earthquake,2016-02-16T01:28:57.103Z,us20004wuq,"165km S of L'Esperance Rock, New Zealand",-32.8993,4.5,us,us,mb,8.6,reviewed,8.8,us,3.814,1.42,102.97
,0.121,20,154.9562,141,2016-01-29T21:08:01.070Z,earthquake,2016-02-16T00:34:37.292Z,us20004wup,"58km W of Panguna, Papua New Guinea",-6.2725,4.5,us,us,mb,10,reviewed,7.8,us,3.465,0.98,115.72
,,,-98.7424,116,2016-01-29T20:45:22.100Z,earthquake,2016-01-30T21:34:23.716Z,us20004vmk,"33km NW of Fairview, Oklahoma",36.4781,3.2,tul,us,ml,3.5,reviewed,7.9,tul,,1.51,2.924
,,,-98.7453,115,2016-01-29T20:43:02.800Z,earthquake,2016-01-30T21:32:07.621Z,us20004vmj,"32km NW of Fairview, Oklahoma",36.4744,2.8,tul,us,ml,2.2,reviewed,6.8,tul,,1.04,4.402
,,,-98.7382,115,2016-01-29T20:39:16.000Z,earthquake,2016-01-30T18:42:39.444Z,us20004vmh,"32km NW of Fairview, Oklahoma",36.4744,2.9,tul,us,ml,1.2,reviewed,7.7,tul,,1.3,5
,,,-98.7515,116,2016-01-29T20:27:47.700Z,earthquake,2016-01-30T18:30:59.193Z,us20004vmd,"33km NW of Fairview, Oklahoma",36.4748,3.4,tul,us,ml,2.9,reviewed,4.6,tul,,0.78,7.989
11,,11,-163.4294,169.199986464001,2016-01-29T20:10:51.000Z,earthquake,2016-02-06T22:30:40.520Z,ak12558140,"28km NW of Noatak, Alaska",67.7551,2.9,ak,ak,ml,6,reviewed,4,ak,0.3575295,0.78,19.8
,0.043,51,-71.627,118,2016-01-29T20:07:15.080Z,earthquake,2016-01-30T17:30:30.031Z,us20004vly,"50km SSW of Coquimbo, Chile",-30.3374,4.8,us,us,mwr,4.8,reviewed,4.3,us,0.335,1.08,36.05
,0.056,100,167.2588,39,2016-01-29T19:06:34.600Z,earthquake,2016-01-30T17:05:34.497Z,us20004vlp,"32km WNW of Sola, Vanuatu",-13.8204,4.9,us,us,mb,9.5,reviewed,5,us,1.618,0.85,199.44
15,0,15,-67.4014,212.4,2016-01-29T18:10:24.200Z,earthquake,2016-01-30T16:55:40.040Z,pr16029002,"55km NW of San Antonio, Puerto Rico",18.8971,3.1,pr,pr,Md,2.1,reviewed,4.3,pr,0.50754814,0.73,11
,,,-98.7403,117,2016-01-29T17:47:12.000Z,earthquake,2016-01-30T17:05:02.947Z,us20004vjc,"33km NW of Fairview, Oklahoma",36.4857,3.4,tul,us,ml,3.3,reviewed,2.3,tul,,0.84,8.215
,0.046,155,126.0938,26,2016-01-29T17:32:31.950Z,earthquake,2016-01-30T16:24:01.786Z,us20004vj7,"116km ESE of Bitung, Indonesia",0.9301,5.2,us,us,mb,6,reviewed,1.7,us,1.282,1.04,10
,0.141,15,143.9302,136,2016-01-29T15:19:58.290Z,earthquake,2016-01-29T23:22:24.811Z,us20004vir,"103km SW of Merizo Village, Guam",12.6781,4.6,us,us,mb,11.3,reviewed,13.5,us,1.286,1.21,61.64
43,,35,-153.0435,71.9999942400005,2016-01-29T14:26:26.000Z,earthquake,2016-02-15T08:22:12.613Z,ak12555159,"68km W of Anchor Point, Alaska",59.7219,2.5,ak,ak,ml,0.5,reviewed,0.4,ak,0.1176793,0.42,113.5
,0.218,6,-59.5167,81,2016-01-29T14:06:52.600Z,earthquake,2016-02-15T08:18:19.852Z,us20004wuh,"147km ENE of Le Vauclin, Martinique",14.8762,4.3,us,us,mb,3.4,reviewed,8.1,us,1.317,0.82,37.11
,0.05,52,-127.2332,266,2016-01-29T14:06:40.890Z,earthquake,2016-02-15T08:11:02.687Z,us20004via,"253km W of Ferndale, California",40.9241,3.4,us,us,ml,9.7,reviewed,9.8,us,2.42,1.01,15.32
,,,-97.8556,59,2016-01-29T13:56:58.800Z,earthquake,2016-02-15T07:48:15.266Z,us20004vi8,"10km W of Medford, Oklahoma",36.8028,2.5,tul,us,ml,1.1,reviewed,2.6,tul,,0.54,5.607
,0.117,21,120.1637,116,2016-01-29T13:51:43.780Z,earthquake,2016-02-15T07:31:22.085Z,us20004wud,"33km WNW of Pagsanahan Norte, Philippines",18.0511,4.3,us,us,mb,11.5,reviewed,6.4,us,5.241,1.26,32.97
55,,50,-151.1677,28.7999976960002,2016-01-29T13:37:59.000Z,earthquake,2016-02-15T07:22:22.548Z,ak12555136,"111km W of Cantwell, Alaska",63.2766,2.8,ak,ak,ml,0.3,reviewed,0.2,ak,0.296444,0.64,12.3
,0.127,18,129.6767,84,2016-01-29T13:31:32.220Z,earthquake,2016-02-15T07:10:54.424Z,us20004vi5,"198km WNW of Saumlaki, Indonesia",-7.216,4.4,us,us,mb,8.2,reviewed,5.1,us,1.779,1,135.84
,,,-98.3535,86,2016-01-29T13:28:15.300Z,earthquake,2016-02-15T07:02:49.619Z,us20004vhw,"1km S of Cherokee, Oklahoma",36.738,2.7,tul,us,ml,2.1,reviewed,6.5,tul,,0.54,4.439
71,0.189,94,-121.1825,53,2016-01-29T13:27:07.940Z,earthquake,2016-01-30T04:01:05.186Z,nc72586071,"22km NE of Soledad, California",36.5865,2.56,nc,nc,md,0.09,reviewed,0.45,nc,0.1082,0.06,4.27
47,,41,-153.1646,100.799991936001,2016-01-29T12:36:33.000Z,earthquake,2016-02-06T22:28:29.750Z,ak12554158,"75km W of Anchor Point, Alaska",59.7145,2.6,ak,ak,ml,0.5,reviewed,0.4,ak,0.07096691,0.52,107.5
36,0.136,16,-89.8468333,35,2016-01-29T11:31:48.580Z,earthquake,2016-01-29T14:34:55.468Z,nm60128071,"10km E of Malden, Missouri",36.564,2.53,nm,nm,md,0.21,reviewed,0.65,nm,0.05091,0.14,6.64
84,0.16,66,-121.9671667,52,2016-01-29T11:09:55.850Z,earthquake,2016-01-30T07:42:45.265Z,nc72586041,"0km E of San Ramon, California",37.7791667,2.93,nc,nc,md,0.13,reviewed,0.22,nc,0.01016,0.12,8.43
77,,66,-153.3347,71.9999942400005,2016-01-29T10:23:08.000Z,earthquake,2016-02-06T22:27:18.641Z,ak12553179,"85km W of Anchor Point, Alaska",59.6507,2.8,ak,ak,ml,0.4,reviewed,0.3,ak,0.05210229,0.59,115.7
8,0.066,14,-127.2001667,321,2016-01-29T10:21:31.380Z,earthquake,2016-02-03T06:34:04.678Z,nc72586026,"248km W of Ferndale, California",40.7278333,3.37,nc,nc,ml,1.97,reviewed,31.61,nc,2.194,0.12,9.62
7,0.094,9,-127.174,352,2016-01-29T09:35:11.910Z,earthquake,2016-02-03T05:49:04.562Z,nc72585991,"246km W of Ferndale, California",40.7116667,3.42,nc,nc,ml,6.23,reviewed,31.61,nc,2.173,0.09,9.62
10,,7,-171.5733,205.199983584001,2016-01-29T09:11:17.000Z,earthquake,2016-02-06T22:30:37.646Z,ak12553173,"47km SSW of Amukta Island, Alaska",52.1073,3.1,ak,ak,ml,4.8,reviewed,2.4,ak,1.245963,0.74,32.6
47,,45,-147.5264,53.9999956800003,2016-01-29T09:00:49.000Z,earthquake,2016-02-06T22:27:17.309Z,ak12553167,"71km E of Cantwell, Alaska",63.4511,2.5,ak,ak,ml,0.2,reviewed,0.3,ak,0.5964813,0.6,6.5
53,,42,-153.175,71.9999942400005,2016-01-29T08:06:25.000Z,earthquake,2016-02-06T22:27:16.562Z,ak12553151,"76km W of Anchor Point, Alaska",59.7031,2.6,ak,ak,ml,0.4,reviewed,0.3,ak,0.05749218,0.5,111.2
,0.118,22,128.6172,110,2016-01-29T07:11:23.970Z,earthquake,2016-01-29T15:14:00.746Z,us20004vfy,"67km E of Tobelo, Indonesia",1.7105,4.7,us,us,mb,9.7,reviewed,9.2,us,1.559,1.32,36.67
,0.1,30,128.5686,109,2016-01-29T07:07:57.810Z,earthquake,2016-01-29T15:10:40.159Z,us20004vfx,"64km ESE of Tobelo, Indonesia",1.5898,4.7,us,us,mb,9.6,reviewed,8.6,us,1.45,1.21,71.01
15,0,7,-64.8247,280.8,2016-01-29T06:44:38.300Z,earthquake,2016-01-29T11:28:32.091Z,pr16029001,"114km N of Road Town, British Virgin Islands",19.429,3.6,pr,pr,Md,3.8,reviewed,18.1,pr,1.02497774,0.28,40
,0.151,13,143.4878,88,2016-01-29T04:37:57.670Z,earthquake,2016-02-18T06:22:25.653Z,us20004wu3,"150km WSW of Merizo Village, Guam",12.5459,4.6,us,us,mb,8.1,reviewed,1.7,us,1.698,0.72,10
,0.07,65,-25.8249,53,2016-01-29T04:30:46.290Z,earthquake,2016-02-18T03:31:31.677Z,us20004vf6,"40km E of Bristol Island, South Sandwich Islands",-58.9775,5.1,us,us,mb,10.6,reviewed,4.7,us,7.526,0.71,97.67
14,0,12,-66.3007,144,2016-01-29T03:52:29.600Z,earthquake,2016-02-18T06:04:59.409Z,pr16029000,"1km ESE of Corozal, Puerto Rico",18.3377,3,pr,pr,Md,1.3,reviewed,1.1,pr,0.20840915,0.3,75
,,,-98.7619,153,2016-01-29T03:39:55.200Z,earthquake,2016-02-18T03:37:57.334Z,us20004vev,"11km SW of Alva, Oklahoma",36.7349,2.9,tul,us,ml,4.4,reviewed,7.5,tul,,0.62,6.631
,0.31,3,165.9888,223,2016-01-29T03:24:59.340Z,earthquake,2016-02-18T06:34:15.096Z,us20004wu2,South of New Zealand,-54.0112,4.4,us,us,mb,10.4,reviewed,6.2,us,4.153,1.05,11
55,,45,-153.2141,71.9999942400005,2016-01-29T03:12:35.000Z,earthquake,2016-02-18T06:01:45.371Z,ak12550291,"78km W of Anchor Point, Alaska",59.686,2.9,ak,ak,ml,0.4,reviewed,0.4,ak,0.0350343,0.46,109.8
,,,-98.2683,95,2016-01-29T02:51:28.000Z,earthquake,2016-02-18T05:55:32.703Z,us20004vef,"10km NE of Cherokee, Oklahoma",36.8228,2.6,tul,us,ml,4.8,reviewed,7.7,tul,,0.39,5.719
,,,-98.7441,117,2016-01-29T02:30:18.000Z,earthquake,2016-02-18T05:47:07.850Z,us20004ve6,"33km NW of Fairview, Oklahoma",36.4822,2.6,tul,us,ml,2.1,reviewed,7.9,tul,,0.72,5
,0.049,130,121.0913,47,2016-01-29T02:29:14.680Z,earthquake,2016-02-18T03:17:50.894Z,us20004vec,"78km N of Claveria, Philippines",19.3144,5,us,us,mb,7.6,reviewed,1.7,us,3.485,1.14,10
75,,61,-153.2757,68.3999945280004,2016-01-29T02:25:24.000Z,earthquake,2016-02-18T05:31:00.227Z,ak12549357,"82km W of Anchor Point, Alaska",59.6569,3.1,ak,ak,ml,0.5,reviewed,0.5,ak,0.02155957,0.53,120.2
,0.213,6,174.3982,96,2016-01-29T02:20:19.640Z,earthquake,2016-02-18T03:03:24.517Z,us20004ve3,"30km WSW of Karori, New Zealand",-41.3959,4.1,us,us,mb,4.2,reviewed,6.1,us,0.246,0.86,49.56
43,,36,-153.3427,71.9999942400005,2016-01-29T02:07:43.000Z,earthquake,2016-02-18T05:00:38.363Z,ak12549352,"86km W of Anchor Point, Alaska",59.6599,2.6,ak,ak,ml,0.5,reviewed,0.4,ak,0.05569555,0.43,111.5
15,,15,-156.2887,82.7999933760005,2016-01-29T01:21:51.000Z,earthquake,2016-02-18T04:50:50.577Z,ak12549278,"101km SSE of King Salmon, Alaska",57.799,2.8,ak,ak,ml,0.6,reviewed,0.8,ak,0.1104928,0.47,129.8
,0.106,26,-80.8996,137,2016-01-29T01:17:12.760Z,earthquake,2016-02-18T02:56:33.983Z,us20004ve1,"27km WSW of Zorritos, Peru",-3.7818,4.5,us,us,mb,9.4,reviewed,5.4,us,4.682,0.89,45.45
,0.197,7,-3.8032,130,2016-01-29T01:16:20.570Z,earthquake,2016-02-18T04:13:45.655Z,us20004wtz,"23km NNE of Al Hoceima, Morocco",35.4263,4.1,us,us,mb,6.9,reviewed,1.9,us,2.208,1,10
,0.044,171,166.2289,42,2016-01-29T00:02:39.240Z,earthquake,2016-02-14T05:01:03.246Z,us20004vdi,"87km SSE of Lata, Solomon Islands",-11.4019,5.2,us,us,mb,8.4,reviewed,5.3,us,4.131,0.75,61.95
,,13,-175.0022,219,2016-01-29T00:02:07.000Z,earthquake,2016-02-16T04:49:49.150Z,us20004y9e,"68km SW of Atka, Alaska",51.827,2.6,ak,us,ml,5.7,reviewed,10,ak,0.591,0.43,63.7
,0.179,9,-68.7748,93,2016-01-28T23:19:15.160Z,earthquake,2016-02-13T05:11:41.936Z,us20004vda,"18km WSW of Pocito, Argentina",-31.7319,4.4,us,us,mb,5.6,reviewed,7.9,us,1.822,1.32,117.86
,0.154,12,127.0737,129,2016-01-28T21:35:33.550Z,earthquake,2016-02-13T23:16:37.213Z,us20004wlw,"88km NNW of Kota Ternate, Indonesia",1.5261,4.4,us,us,mb,11.5,reviewed,8.3,us,0.804,0.78,116.61
,0.193,7,-97.184,65,2016-01-28T21:34:40.770Z,earthquake,2016-02-12T03:04:09.599Z,us20004vcn,"11km ENE of Perry, Oklahoma",36.3429,2.6,us,us,mb_lg,1.5,reviewed,7.7,us,0.358,0.43,4.68
,0.2,7,-179.8311,204,2016-01-28T21:28:26.000Z,earthquake,2016-02-13T06:07:30.224Z,us20004wlu,"138km SW of L'Esperance Rock, New Zealand",-32.402,4.2,us,us,mb,9,reviewed,12.9,us,5.37,0.98,374.34
,0.13,17,136.3522,59,2016-01-28T21:16:31.730Z,earthquake,2016-02-13T06:24:04.800Z,us20004vcf,"10km N of Enarotali, Indonesia",-3.8247,4.4,us,us,mb,8.3,reviewed,7,us,4.193,0.87,24.81
,0.153,13,-72.4442,67,2016-01-28T21:07:32.890Z,earthquake,2016-02-13T23:09:28.329Z,us20004wlv,"10km NNW of Cayes Jacmel, Haiti",18.3173,4.7,us,us,mb,5.5,reviewed,3.6,us,0.105,0.78,9.77
,0.123,19,67.331,142,2016-01-28T21:01:43.670Z,earthquake,2016-02-13T22:52:01.080Z,us20004wls,Carlsberg Ridge,-3.5029,4.4,us,us,mb,12,reviewed,1.9,us,6.913,0.8,10
,0.117,21,47.3986,104,2016-01-28T21:00:36.380Z,earthquake,2016-02-12T04:50:11.290Z,us20004vc5,"144km SSE of Ahwar, Yemen",12.3983,4.4,us,us,mb,11.9,reviewed,1.9,us,4.537,0.93,10
,0.096,35,-143.6983,73,2016-01-28T20:03:02.870Z,earthquake,2016-01-29T04:06:04.112Z,us20004vc2,Pacific-Antarctic Ridge,-56.5065,5.1,us,us,mb,17.6,reviewed,1.8,us,44.343,1.06,10
,0.076,50,-3.781,185,2016-01-28T19:48:51.090Z,earthquake,2016-01-29T15:07:55.735Z,us20004vbu,"24km NNE of Al Hoceima, Morocco",35.4308,4.5,us,us,mb,9.1,reviewed,1.9,us,2.221,0.84,10
