time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-02-02T00:24:49.400Z,52.2727,-32.5626,10,4.3,mb,,157,12.357,0.85,us,us20004y32,2016-02-16T04:21:49.598Z,"Reykjanes Ridge",earthquake,12.6,2,0.094,32,reviewed,us,us
2016-02-02T00:16:04.000Z,62.1715,-148.14,31.3,2.8,ml,91,25.1999979840002,,0.55,ak,ak12624941,2016-02-15T18:41:14.467Z,"56km NE of Sutton-Alpine, Alaska",earthquake,0.2,0.4,,,reviewed,ak,ak
2016-02-01T23:50:48.860Z,35.4566,-3.8528,10,4.2,mb,,128,2.157,0.84,us,us20004weu,2016-02-15T02:29:02.043Z,"24km NNE of Al Hoceima, Morocco",earthquake,8.3,1.9,0.152,12,reviewed,us,us
2016-02-01T23:43:34.000Z,58.968,-152.8102,66.4,2.8,ml,54,118.799990496001,,0.81,ak,ak12623675,2016-02-15T18:41:49.931Z,"103km SW of Homer, Alaska",earthquake,0.4,0.3,,,reviewed,ak,ak
2016-02-01T23:07:14.000Z,59.7396,-153.0941,102.5,2.5,ml,48,68.3999945280004,,0.59,ak,ak12623640,2016-02-15T18:41:13.290Z,"71km W of Anchor Point, Alaska",earthquake,0.4,0.5,,,reviewed,ak,ak
2016-02-01T22:47:51.310Z,55.0878,162.1728,49.18,4.7,mb,,102,2.93,1.2,us,us20004wen,2016-02-12T00:15:35.213Z,"128km S of Ust'-Kamchatsk Staryy, Russia",earthquake,6.3,6.5,0.041,180,reviewed,us,us
2016-02-01T22:34:47.480Z,71.8666,-1.4871,10,4.6,mb,,84,6.751,0.93,us,us20004weh,2016-02-12T00:12:40.029Z,"278km ENE of Olonkinbyen, Svalbard and Jan Mayen",earthquake,7.4,1.9,0.062,77,reviewed,us,us
2016-02-01T21:45:57.690Z,-22.5579,-66.0461,245.7,4.5,mb,,29,2.648,1.05,us,us20004we3,2016-02-11T23:58:43.426Z,"40km WNW of Abra Pampa, Argentina",earthquake,8.3,6.4,0.151,13,reviewed,us,us
2016-02-01T21:45:30.500Z,36.6991,-97.6743,5.599,2.5,ml,,85,,0.54,us,us20004wdy,2016-02-11T23:52:27.772Z,"13km SSE of Medford, Oklahoma",earthquake,1,6.7,,,reviewed,tul,tul
2016-02-01T21:27:28.010Z,-20.1767,-70.5873,21.99,4.2,mwr,,161,0.438,1.06,us,us20004wds,2016-02-11T23:51:28.515Z,"46km W of Iquique, Chile",earthquake,4.4,2.8,0.043,51,reviewed,us,us
2016-02-01T19:51:31.000Z,52.0908,-171.1233,33.5,2.8,ml,9,212.399983008001,1.044741,0.78,ak,ak12801362,2016-02-15T18:37:05.384Z,"45km SSE of Amukta Island, Alaska",earthquake,6,6.3,,8,reviewed,ak,ak
2016-02-01T19:16:56.870Z,51.1734,-169.6944,10,4.2,mb,,229,1.657,0.91,us,us20004wdd,2016-02-15T18:41:09.436Z,"176km SSE of Yunaska Island, Alaska",earthquake,13.4,2,0.083,40,reviewed,us,us
2016-02-01T19:00:45.150Z,-30.9208,179.985,382.42,6.2,mwc,,25,2.461,1.64,us,us20004wck,2016-02-05T15:54:52.000Z,"120km WNW of L'Esperance Rock, New Zealand",earthquake,9.1,4.2,0.103,9,reviewed,us,us
2016-02-01T18:30:44.550Z,36.4406,-98.7037,5,2.6,mb_lg,,103,0.247,0.93,us,us20004wcb,2016-02-01T23:27:32.916Z,"27km NW of Fairview, Oklahoma",earthquake,1.6,2,0.114,20,reviewed,us,us
2016-02-01T18:20:10.170Z,33.0466667,-115.5445,6.96,2.56,ml,28,82,0.03252,0.19,ci,ci37301751,2016-02-01T23:18:20.738Z,"7km E of Westmorland, California",earthquake,0.26,0.74,0.19,26,automatic,ci,ci
2016-02-01T18:12:23.000Z,59.7312,-153.0896,106.9,3.7,ml,142,71.9999942400005,,0.63,ak,ak12618519,2016-02-15T18:41:07.763Z,"70km W of Anchor Point, Alaska",earthquake,0.3,0.3,,,reviewed,ak,ak
2016-02-01T18:00:43.000Z,59.7077,-153.149,107.9,2.8,ml,68,93.5999925120006,,0.59,ak,ak12617260,2016-02-15T18:41:53.846Z,"74km W of Anchor Point, Alaska",earthquake,0.4,0.4,,,reviewed,ak,ak
2016-02-01T17:52:08.800Z,-23.7794,-177.7374,241.98,4.9,mb,,53,5.446,0.61,us,us20004way,2016-02-02T01:54:48.369Z,"South of the Fiji Islands",earthquake,7.2,5.8,0.039,209,reviewed,us,us
2016-02-01T17:16:19.400Z,18.5125,-64.039,56,3,Md,10,349.2,0.55605716,0.2,pr,pr16032007,2016-02-01T20:04:10.111Z,"61km E of Road Town, British Virgin Islands",earthquake,7.9,1.4,0,4,reviewed,pr,pr
2016-02-01T16:45:29.960Z,13.9071,-89.9737,132.14,4.5,mb,,160,0.769,0.75,us,us20004wai,2016-02-02T00:48:07.193Z,"4km W of Tacuba, El Salvador",earthquake,8.6,7.4,0.051,112,reviewed,us,us
2016-02-01T16:35:16.770Z,-25.3456,-179.9345,513.19,4.6,mb,,98,4.274,0.91,us,us20004waa,2016-02-02T00:37:54.148Z,"South of the Fiji Islands",earthquake,12.5,10.4,0.092,35,reviewed,us,us
2016-02-01T16:10:49.350Z,1.3806,126.4837,43.4,4.4,mb,,90,1.07,0.64,us,us20004wak,2016-02-02T00:13:29.713Z,"118km NW of Kota Ternate, Indonesia",earthquake,4.6,8.9,0.103,27,reviewed,us,us
2016-02-01T14:25:48.480Z,10.5643,-83.0239,10,4.6,mb,,56,0.578,1.11,us,us20004w9y,2016-02-01T22:28:31.638Z,"61km NNE of Matina, Costa Rica",earthquake,4,1.9,0.386,2,reviewed,us,us
2016-02-01T13:46:33.910Z,32.3993,55.5784,10,4.3,mb,,77,5.895,0.94,us,us20004w9w,2016-02-01T21:49:14.302Z,"88km N of Bafq, Iran",earthquake,7.3,1.9,0.125,18,reviewed,us,us
2016-02-01T13:25:16.400Z,18.2532,-64.1317,36,3.4,Md,6,334.8,0.48688688,0.2,pr,pr16032006,2016-02-01T17:39:55.040Z,"54km ESE of Road Town, British Virgin Islands",earthquake,11.4,9.1,0,5,reviewed,pr,pr
2016-02-01T13:07:05.000Z,50.6813,-173.2632,29.3,2.5,ml,6,316.799974656002,1.625052,0.37,ak,ak12801329,2016-02-15T18:43:48.945Z,"180km SSE of Atka, Alaska",earthquake,10.3,14.5,,4,reviewed,ak,ak
2016-02-01T12:38:20.610Z,40.4118333,-125.3003333,10.77,2.74,md,24,270,0.7376,0.28,nc,nc72587111,2016-02-02T07:12:04.370Z,"89km WSW of Ferndale, California",earthquake,6.56,7.67,0.152,31,reviewed,nc,nc
2016-02-01T12:37:04.000Z,51.7702,-178.9863,202.4,2.6,ml,,331,0.122,0.53,us,us20004zqd,2016-02-16T08:33:55.106Z,"57km N of Amatignak Island, Alaska",earthquake,19.2,5.4,,18,reviewed,ak,ak
2016-02-01T12:32:51.330Z,36.757,-121.4685,6.76,2.58,md,50,35,0.01847,0.13,nc,nc72587101,2016-02-02T01:21:02.749Z,"11km SW of Ridgemark, California",earthquake,0.16,0.35,0.19,68,reviewed,nc,nc
2016-02-01T12:30:38.080Z,3.7232,126.9778,55.73,4.6,mb,,117,2.957,0.89,us,us20004x47,2016-02-16T07:57:14.762Z,"248km NNW of Tobelo, Indonesia",earthquake,6.5,8.2,0.116,22,reviewed,us,us
2016-02-01T12:24:54.000Z,52.827,-173.5378,201.2,2.8,ml,12,179.999985600001,0.6449904,0.43,ak,ak12801327,2016-02-15T18:43:47.208Z,"83km NNE of Atka, Alaska",earthquake,19.9,4.4,,11,reviewed,ak,ak
2016-02-01T12:02:06.000Z,60.3414,-152.39,103.8,3.2,ml,122,32.3999974080002,,0.7,ak,ak12614737,2016-02-16T07:45:00.342Z,"25km SE of Redoubt Volcano, Alaska",earthquake,0.3,0.3,,,reviewed,ak,ak
2016-02-01T11:09:51.630Z,-14.6071,167.5957,162.08,4.2,mb,,162,0.917,1.08,us,us20004x46,2016-02-16T07:43:22.973Z,"76km NE of Port-Olry, Vanuatu",earthquake,18.1,5.8,0.187,8,reviewed,us,us
2016-02-01T11:05:06.510Z,-38.5982,175.36,289,4.2,mb,,63,0.404,0.78,us,us20004w9l,2016-02-16T07:38:02.338Z,"48km SSE of Otorohanga, New Zealand",earthquake,9.7,7.1,0.116,21,reviewed,us,us
2016-02-01T10:10:03.000Z,53.5889,-164.8489,51,2.9,ml,19,205.199983584001,0.7213472,0.36,ak,ak12613493,2016-02-15T18:42:14.862Z,"86km SE of Akutan, Alaska",earthquake,2.5,3.4,,14,reviewed,ak,ak
2016-02-01T09:57:50.910Z,35.0761667,-118.9815,8.56,2.52,ml,37,51,0.1341,0.23,ci,ci37301679,2016-02-01T21:11:35.450Z,"16km NNW of Grapevine, California",earthquake,0.28,0.94,0.151,73,reviewed,ci,ci
2016-02-01T09:51:29.000Z,59.7895,-153.0679,98.6,3.1,ml,95,68.3999945280004,,0.7,ak,ak12613484,2016-02-15T18:41:57.514Z,"69km W of Anchor Point, Alaska",earthquake,0.4,0.3,,,reviewed,ak,ak
2016-02-01T09:45:23.650Z,36.1469,-97.0436,5.09,2.7,mb_lg,,116,0.133,0.67,us,us20004w9e,2016-02-02T02:03:47.626Z,"3km NNE of Stillwater, Oklahoma",earthquake,1.1,6.7,0.142,13,reviewed,us,us
2016-02-01T09:19:57.300Z,17.9055,-66.896,13,2.6,Md,9,230.4,0.07096691,0.34,pr,pr16032005,2016-02-01T17:22:27.937Z,"7km S of Guanica, Puerto Rico",earthquake,1.7,0.8,0,6,reviewed,pr,pr
2016-02-01T08:30:53.000Z,59.7889,-153.0365,101.6,2.8,ml,100,68.3999945280004,,0.63,ak,ak12610998,2016-02-15T18:34:09.863Z,"67km W of Anchor Point, Alaska",earthquake,0.4,0.4,,,reviewed,ak,ak
2016-02-01T08:30:25.000Z,55.1756,-160.3117,48.6,3.3,ml,16,122.399990208001,,0.52,ak,ak12610995,2016-02-15T18:41:34.063Z,"21km SSE of Sand Point, Alaska",earthquake,1.1,0.8,,,reviewed,ak,ak
2016-02-01T08:03:51.000Z,53.3871,-163.6775,18.4,2.5,ml,12,277.199977824002,1.208234,0.64,ak,ak12801303,2016-02-15T18:37:22.781Z,"161km ESE of Akutan, Alaska",earthquake,4.8,5.3,,11,reviewed,ak,ak
2016-02-01T06:50:40.000Z,59.4146,-153.5564,118.5,2.5,ml,49,82.7999933760005,,0.43,ak,ak12609745,2016-02-15T18:34:31.525Z,"85km ESE of Old Iliamna, Alaska",earthquake,0.4,0.3,,,reviewed,ak,ak
2016-02-01T05:54:30.000Z,19.1198,-68.2235,24,2.7,Md,3,284.4,0.61983755,0.15,pr,pr16032004,2016-02-01T13:57:07.816Z,"62km NNE of Punta Cana, Dominican Republic",earthquake,1.9,14.1,0,3,reviewed,pr,pr
2016-02-01T04:43:11.000Z,59.8432,-152.8907,100.5,3.7,ml,146,64.7999948160004,,0.56,ak,ak12608494,2016-02-17T05:56:50.109Z,"59km W of Anchor Point, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-02-01T03:36:03.150Z,48.2863,154.1147,65.44,4.4,mb,,138,5.337,0.8,us,us20004x41,2016-02-11T04:51:29.741Z,"Kuril Islands",earthquake,12.7,8.1,0.155,12,reviewed,us,us
2016-02-01T03:30:28.000Z,52.3505,-169.3874,9.2,2.6,ml,,280,0.48,1.1,us,us20004zq9,2016-02-17T05:52:29.168Z,"74km SSW of Nikolski, Alaska",earthquake,3,7.2,,14,reviewed,ak,ak
2016-02-01T03:19:44.540Z,-30.6643,-71.2964,44.71,3.7,ml,,96,0.291,0.52,us,us20004wqx,2016-02-09T02:16:37.775Z,"11km SW of Ovalle, Chile",earthquake,3.8,17.7,,,reviewed,us,guc
2016-02-01T03:17:46.480Z,-63.3045,168.4162,10,4.3,mb,,177,14.435,0.9,us,us20004x3t,2016-02-09T04:01:00.176Z,"Balleny Islands region",earthquake,13.2,2,0.202,7,reviewed,us,us
2016-02-01T03:17:45.530Z,46.7098,152.5924,53.47,4.7,mb,,102,6.75,0.81,us,us20004w8h,2016-02-09T02:02:03.994Z,"Kuril Islands",earthquake,9.5,5.9,0.063,77,reviewed,us,us
2016-02-01T02:52:51.830Z,0.8708,126.3076,60.61,4.3,mb,,69,1.063,1.23,us,us20004x3s,2016-02-09T01:33:05.041Z,"118km W of Kota Ternate, Indonesia",earthquake,6,9.9,0.122,19,reviewed,us,us
2016-02-01T02:05:25.700Z,35.6382,-97.2336,5.967,2.5,ml,,42,,0.41,us,us20004w8b,2016-02-03T02:25:22.311Z,"4km SW of Luther, Oklahoma",earthquake,1.5,2.8,,,reviewed,tul,tul
2016-02-01T01:42:17.000Z,18.8467,-64.3567,46,2.8,Md,4,320.4,0.49317509,0.11,pr,pr16032000,2016-02-08T04:14:45.040Z,"54km NNE of Road Town, British Virgin Islands",earthquake,7.4,8.3,0,3,reviewed,pr,pr
2016-02-01T01:41:35.750Z,-17.7931,-174.8199,148.86,4.5,mb,,90,4.816,1.18,us,us20004w89,2016-02-05T04:01:12.054Z,"129km NW of Neiafu, Tonga",earthquake,10.9,5.7,0.072,56,reviewed,us,us
2016-02-01T00:44:37.790Z,-31.9004,-177.5274,10,4.4,mb,,143,2.669,0.46,us,us20004x3q,2016-02-16T03:50:33.197Z,"140km ESE of L'Esperance Rock, New Zealand",earthquake,8.1,2,0.162,11,reviewed,us,us
2016-02-01T00:40:58.250Z,-2.8842,147.6807,10,4.2,mb,,176,0.892,0.36,us,us20004x3r,2016-02-16T03:57:37.651Z,"105km SSE of Lorengau, Papua New Guinea",earthquake,13.4,2,0.175,9,reviewed,us,us
2016-02-01T00:19:47.390Z,53.918,-173.802,20.1,2.8,ml,,,,0.99,us,us20004zq8,2016-02-16T05:22:51.832Z,"193km N of Atka, Alaska",earthquake,6.1,8.2,,12,reviewed,ak,ak
2016-02-01T00:19:45.000Z,50.6229,-172.5709,19.4,2.7,ml,,320,1.873,0.73,us,us200050cc,2016-02-16T05:44:33.738Z,"208km SSE of Atka, Alaska",earthquake,15.3,10,,8,reviewed,ak,ak
2016-01-31T23:47:11.160Z,37.7052,21.9785,10,4,mb,,50,0.527,0.97,us,us20004w7m,2016-02-15T03:07:31.415Z,"23km E of Lalas, Greece",earthquake,1.8,1.9,0.133,15,reviewed,us,us
2016-01-31T23:23:46.510Z,-6.9245,155.1536,10,5.3,mb,,32,4.028,1.43,us,us20004w7h,2016-02-14T23:40:08.660Z,"76km SSW of Panguna, Papua New Guinea",earthquake,7.9,1.4,0.059,97,reviewed,us,us
2016-01-31T23:23:45.600Z,36.2521,-98.4287,6.351,2.7,ml,,95,,0.24,us,us20004w7f,2016-02-13T23:42:06.240Z,"4km ESE of Fairview, Oklahoma",earthquake,2.6,1.8,,,reviewed,tul,tul
2016-01-31T23:21:21.370Z,-17.3944,-178.6962,571.54,4.4,mb,,117,3.12,0.6,us,us20004x2a,2016-02-16T03:29:14.938Z,"231km ESE of Lambasa, Fiji",earthquake,14.5,13.1,0.169,10,reviewed,us,us
2016-01-31T23:03:28.380Z,-7.1671,155.1424,10,4.5,mb,,64,4.186,1,us,us20004w7d,2016-02-14T23:36:14.785Z,"101km SSW of Panguna, Papua New Guinea",earthquake,4.5,1.6,0.107,26,reviewed,us,us
2016-01-31T23:02:17.470Z,-2.9839,147.6772,10,4.3,mb,,127,0.984,0.71,us,us20004x2e,2016-02-16T03:41:15.520Z,"115km SSE of Lorengau, Papua New Guinea",earthquake,8.1,2,0.188,8,reviewed,us,us
2016-01-31T23:01:45.240Z,-63.3233,168.4659,10,4.6,mb,,111,10.11,0.61,us,us20004x29,2016-02-16T03:17:23.792Z,"Balleny Islands region",earthquake,9.6,1.8,0.129,18,reviewed,us,us
2016-01-31T22:19:34.300Z,18.9365,-67.6116,51,2.9,Md,11,226.8,0.66475331,0.6,pr,pr16031005,2016-02-01T06:22:02.404Z,"73km NW of San Antonio, Puerto Rico",earthquake,3.5,10.5,0,10,reviewed,pr,pr
2016-01-31T22:13:55.200Z,18.9479,-67.7033,23,3.8,Md,20,302.4,0.59827798,0.21,pr,pr16031004,2016-02-01T06:16:25.657Z,"81km NW of Aguadilla, Puerto Rico",earthquake,0.9,15,0,19,reviewed,pr,pr
2016-01-31T22:12:48.000Z,55.9975,-159.1091,62.8,2.6,ml,6,140.399988768001,,0.49,ak,ak12714372,2016-02-06T05:21:13.390Z,"35km SW of Chignik Lake, Alaska",earthquake,2.7,1.7,,,reviewed,ak,ak
2016-01-31T20:51:26.000Z,54.7461,-163.2477,103.4,2.5,ml,11,176.399985888001,,0.4,ak,ak12714362,2016-02-06T05:21:34.259Z,"15km SE of False Pass, Alaska",earthquake,8.9,1.8,,,reviewed,ak,ak
2016-01-31T20:32:42.000Z,59.7195,-153.3187,109.2,2.6,ml,63,122.399990208001,,0.59,ak,ak12601077,2016-02-06T05:19:07.066Z,"83km W of Anchor Point, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-01-31T20:00:36.920Z,44.3916667,-112.9143333,8.96,3.14,ml,36,71,0.065,0.2,mb,mb80122834,2016-02-01T15:50:43.534Z,"37km SW of Lima, Montana",earthquake,0.31,0.55,0.239,20,reviewed,mb,mb
2016-01-31T18:43:03.930Z,-16.9682,168.2272,214.32,4.9,mb,,79,1.804,0.72,us,us20004w6f,2016-02-01T02:45:36.939Z,"85km N of Port-Vila, Vanuatu",earthquake,7.1,7.5,0.084,44,reviewed,us,us
2016-01-31T17:39:00.280Z,-63.2868,169.1522,10,6,mwb,,119,14.488,1.13,us,us20004w6c,2016-02-05T15:54:51.000Z,"Balleny Islands region",earthquake,9.2,1.9,,,reviewed,us,us
2016-01-31T16:42:06.350Z,16.052,-61.5948,116.9,4.8,mb,,53,0.79,0.65,us,us20004w63,2016-02-01T12:15:54.366Z,"3km WNW of Capesterre-Belle-Eau, Guadeloupe",earthquake,6.3,5.3,0.036,242,reviewed,us,us
2016-01-31T16:32:11.000Z,64.5781,-139.8129,12.6,2.5,ml,28,71.9999942400005,,0.6,ak,ak12596266,2016-02-06T05:22:05.274Z,"60km NNW of Dawson, Canada",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-01-31T16:25:27.300Z,36.5665,-3.0371,10,4.9,mb,,55,1.92,0.54,us,us20004w5y,2016-02-05T22:59:59.757Z,"20km S of Adra, Spain",earthquake,7.1,1.9,0.055,105,reviewed,us,us
2016-01-31T16:20:42.250Z,-2.8984,147.1913,6.82,4.9,mb,,93,0.867,0.4,us,us20004w5w,2016-02-01T00:23:17.622Z,"97km S of Lorengau, Papua New Guinea",earthquake,6.6,5.4,0.114,24,reviewed,us,us
2016-01-31T16:16:30.000Z,53.3834,-163.6657,31,2.7,ml,13,244.799980416002,,0.36,ak,ak12714336,2016-02-06T05:20:53.237Z,"162km ESE of Akutan, Alaska",earthquake,1.4,9.5,,,reviewed,ak,ak
2016-01-31T16:13:04.000Z,53.3644,-163.665,31.4,2.9,ml,14,241.199980704002,,0.49,ak,ak12596263,2016-02-06T05:16:21.614Z,"163km ESE of Akutan, Alaska",earthquake,1,5.3,,,reviewed,ak,ak
2016-01-31T15:15:00.200Z,18.8701,-67.4865,51,2.7,Md,9,291.6,0.48239531,0.15,pr,pr16031003,2016-01-31T23:17:32.421Z,"58km NW of San Antonio, Puerto Rico",earthquake,1.1,2.3,0,8,reviewed,pr,pr
2016-01-31T14:59:32.000Z,58.1308,-150.5901,47,3,ml,63,176.399985888001,,0.76,ak,ak12595077,2016-02-06T05:18:07.119Z,"114km ENE of Kodiak, Alaska",earthquake,0.8,4.9,,,reviewed,ak,ak
2016-01-31T14:29:12.000Z,52.0716,-171.8001,41.5,3,ml,8,205.199983584001,,1.04,ak,ak12714321,2016-02-06T05:20:32.553Z,"59km SW of Amukta Island, Alaska",earthquake,12,11.2,,,reviewed,ak,ak
2016-01-31T12:52:19.000Z,53.4167,-163.7197,41.6,3.5,ml,,241,,0.52,us,us20004y9t,2016-02-15T13:33:31.327Z,"157km ESE of Akutan, Alaska",earthquake,4.4,10.1,0.148,6,reviewed,ak,us
2016-01-31T12:20:08.210Z,8.6754,-82.8341,18.72,4.3,ml,,120,0.108,1.14,us,us20005039,2016-02-15T13:28:06.226Z,"6km SSW of Plaza de Caisan, Panama",earthquake,8.1,1.8,,,reviewed,us,ucr
2016-01-31T12:09:23.140Z,-64.2573,176.4916,10.35,4.4,mb,,103,25.833,0.59,us,us20004x1v,2016-02-15T13:21:58.322Z,"Balleny Islands region",earthquake,18.8,5.8,0.19,8,reviewed,us,us
2016-01-31T11:38:36.500Z,8.8083,-82.812,14.03,4.8,mb,,43,0.123,1.08,us,us20004w57,2016-02-15T13:11:08.167Z,"3km NE of Monte Lirio, Panama",earthquake,5.7,4.6,0.064,75,reviewed,us,us
2016-01-31T11:34:56.450Z,-24.2644,-179.6782,510.93,4.5,mb,,101,5.201,1.25,us,us20004x1u,2016-02-15T13:03:25.746Z,"South of the Fiji Islands",earthquake,14,8,0.106,26,reviewed,us,us
2016-01-31T11:34:17.000Z,58.1244,-154.6398,83.3,2.6,ml,51,57.5999953920004,,0.48,ak,ak12591549,2016-02-15T12:54:08.918Z,"76km NNW of Larsen Bay, Alaska",earthquake,0.4,0.6,,,reviewed,ak,ak
2016-01-31T11:20:47.010Z,52.7864,160.6154,37.7,4.1,mb,,138,1.213,0.39,us,us20004x1t,2016-02-15T12:49:57.309Z,"135km ESE of Petropavlovsk-Kamchatskiy, Russia",earthquake,12.4,9.1,0.185,8,reviewed,us,us
2016-01-31T11:05:48.510Z,-8.1584,124.2186,181.71,4.5,mb,,57,1.587,1.06,us,us20004w53,2016-02-15T12:38:47.264Z,"128km NW of Atambua, Indonesia",earthquake,8.5,7.1,0.115,22,reviewed,us,us
2016-01-31T11:00:32.100Z,36.496,-97.0678,4.749,2.5,ml,,71,,0.69,us,us20004w52,2016-02-15T12:34:34.728Z,"20km S of McCord, Oklahoma",earthquake,1.6,7.2,,,reviewed,tul,tul
2016-01-31T10:29:17.310Z,-17.471,-178.3731,585.73,4.4,mb,,117,3.419,0.38,us,us20004x1r,2016-02-15T09:39:24.211Z,"265km ESE of Lambasa, Fiji",earthquake,17.8,10.8,0.126,18,reviewed,us,us
2016-01-31T10:10:58.000Z,65.3509,-167.9162,14.4,2.8,ml,7,129.599989632001,,0.52,ak,ak12714296,2016-02-15T09:31:08.836Z,"62km SE of Little Diomede Island, Alaska",earthquake,3.9,3.1,,,reviewed,ak,ak
2016-01-31T09:53:19.800Z,52.5177,-32.19,14.26,4.4,mb,,94,13.476,0.72,us,us20004x1n,2016-02-15T09:27:55.855Z,"Reykjanes Ridge",earthquake,10.8,4.4,0.112,23,reviewed,us,us
2016-01-31T09:35:19.247Z,39.0079,-118.8183,5.7,2.6,ml,22,72.07,0.329,0.1314,nn,nn00529241,2016-02-15T09:13:49.762Z,"29km E of Yerington, Nevada",earthquake,1.14,2.4,0.14,13,reviewed,nn,nn
2016-01-31T08:56:46.470Z,36.4032,-96.7352,5,3.3,mb_lg,,136,0.392,0.33,us,us20004w4l,2016-01-31T22:27:40.597Z,"9km NE of Pawnee, Oklahoma",earthquake,1.8,2,0.083,38,reviewed,us,us
2016-01-31T07:42:50.560Z,-21.9577,-68.1012,118.87,4.8,mb,,67,0.993,0.91,us,us20004w4e,2016-01-31T15:45:32.567Z,"102km ENE of Calama, Chile",earthquake,8,4.9,0.154,13,reviewed,us,us
2016-01-31T07:41:51.370Z,-8.3518,-74.2185,159.55,5,mb,,58,1.621,0.88,us,us20004w4h,2016-01-31T15:44:26.066Z,"37km E of Pucallpa, Peru",earthquake,7.7,3.1,0.037,232,reviewed,us,us
2016-01-31T06:18:12.180Z,44.4778333,-110.4285,4.48,2.53,ml,22,56,0.085,0.17,uu,uu60137462,2016-02-01T16:24:38.963Z,"31km E of Old Faithful Geyser, Wyoming",earthquake,0.35,0.83,0.188,4,reviewed,uu,uu
2016-01-31T06:15:31.360Z,38.4368,26.7437,17,3.6,ml,,,,0.83,us,us20004w7y,2016-02-01T01:13:22.746Z,"12km N of Urla, Turkey",earthquake,7.2,8.1,,,reviewed,isk,isk
2016-01-31T04:28:09.000Z,52.7383,-176.218,237.9,3.6,ml,15,230.399981568002,,0.29,ak,ak12586911,2016-02-06T05:17:46.478Z,"100km NNE of Adak, Alaska",earthquake,7.8,1.9,,,reviewed,ak,ak
2016-01-31T04:18:25.120Z,29.6132,84.214,10,4.2,mb,,168,7.887,0.83,us,us20004w3p,2016-01-31T12:20:57.149Z,"6km SE of Zhadong, China",earthquake,14.8,2,0.14,14,reviewed,us,us
2016-01-31T02:50:05.570Z,-2.8756,147.1274,10,5.6,mb,,24,0.86,1.14,us,us20004w3k,2016-02-05T15:54:50.000Z,"95km S of Lorengau, Papua New Guinea",earthquake,6.7,1.9,0.047,170,reviewed,us,us
2016-01-31T00:58:08.000Z,59.5936,-153.5014,115.1,3.4,ml,,,,0.62,ak,ak12583472,2016-02-06T05:15:15.306Z,"81km ESE of Old Iliamna, Alaska",earthquake,0.3,0.3,,,reviewed,ak,ak
2016-01-31T00:00:35.000Z,62.4117,-148.3484,28.3,2.9,ml,,,,0.62,ak,ak12582319,2016-02-06T05:15:38.044Z,"73km NNE of Sutton-Alpine, Alaska",earthquake,0.2,0.5,,,reviewed,ak,ak
2016-01-31T00:00:32.000Z,62.4962,-148.3396,16.8,3.1,ml,,,,1.38,ak,ak12582327,2016-01-31T22:58:36.699Z,"82km NNE of Sutton-Alpine, Alaska",earthquake,2.1,1,,,reviewed,ak,ak
2016-01-30T23:57:38.000Z,51.6366,-174.4637,36.2,2.8,ml,7,259.199979264002,0.5865999,0.28,ak,ak12582317,2016-02-07T12:21:20.134Z,"64km SSW of Atka, Alaska",earthquake,5.6,12.9,,3,reviewed,ak,ak
2016-01-30T23:47:10.000Z,53.3946,-163.6422,25.6,2.6,ml,16,277.199977824002,1.210031,0.26,ak,ak12733212,2016-02-07T12:26:29.456Z,"162km ESE of Akutan, Alaska",earthquake,3.3,3.6,,15,reviewed,ak,ak
2016-01-30T23:46:44.220Z,-2.8743,147.1826,10,5.3,mb,,53,0.845,0.7,us,us20004w34,2016-01-31T07:49:24.178Z,"94km S of Lorengau, Papua New Guinea",earthquake,7.2,1.9,0.061,91,reviewed,us,us
2016-01-30T23:35:52.000Z,53.3865,-163.6909,25.4,2.9,ml,22,266.399978688002,1.204641,0.49,ak,ak12582315,2016-02-07T12:22:45.769Z,"160km ESE of Akutan, Alaska",earthquake,2.9,3.4,,16,reviewed,ak,ak
2016-01-30T22:36:43.500Z,18.857,-67.3738,10,2.9,Md,11,277.2,0.45993743,0.46,pr,pr16030005,2016-01-31T06:39:09.449Z,"49km NW of San Antonio, Puerto Rico",earthquake,1.8,1.9,0,10,reviewed,pr,pr
2016-01-30T22:23:53.760Z,-7.0039,155.159,10,5.1,mb,,66,4.085,1.06,us,us20004w2w,2016-01-31T06:26:26.575Z,"84km SSW of Panguna, Papua New Guinea",earthquake,8.8,1.9,0.072,63,reviewed,us,us
2016-01-30T22:21:01.400Z,18.884,-67.3342,8,2.5,Md,4,313.2,0.464429,0.23,pr,pr16030004,2016-01-31T06:23:42.415Z,"49km NNW of San Antonio, Puerto Rico",earthquake,3,1.1,0,3,reviewed,pr,pr
2016-01-30T22:16:42.030Z,36.4421,-98.6799,5,2.6,mb_lg,,158,0.266,0.63,us,us20004w2v,2016-01-31T18:21:29.724Z,"26km NW of Fairview, Oklahoma",earthquake,3.3,2,0.147,12,reviewed,us,us
